Date,CPU Utilization,Total Power,CPU Power,GPU Power
2022-10-29 10:55:27,0.26250,1.99101,1.99101,0.00000
2022-10-29 10:55:28,0.25126,1.95192,1.95192,0.00000
2022-10-29 10:55:29,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:55:30,0.25750,1.97363,1.97363,0.00000
2022-10-29 10:55:31,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:55:32,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:55:33,0.26010,1.98267,1.98267,0.00000
2022-10-29 10:55:34,0.25750,1.97363,1.97363,0.00000
2022-10-29 10:55:35,0.26010,1.98267,1.98267,0.00000
2022-10-29 10:55:36,0.25750,1.97363,1.97363,0.00000
2022-10-29 10:55:37,0.25750,1.97363,1.97363,0.00000
2022-10-29 10:55:38,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:55:39,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:55:40,0.25750,1.97363,1.97363,0.00000
2022-10-29 10:55:41,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:55:42,0.26010,1.98267,1.98267,0.00000
2022-10-29 10:55:43,0.25750,1.97363,1.97363,0.00000
2022-10-29 10:55:44,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:55:45,0.26131,1.98686,1.98686,0.00000
2022-10-29 10:55:46,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:55:47,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:55:48,0.25750,1.97363,1.97363,0.00000
2022-10-29 10:55:49,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:55:50,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:55:51,0.26000,1.98232,1.98232,0.00000
2022-10-29 10:55:52,0.25750,1.97363,1.97363,0.00000
2022-10-29 10:55:53,0.26010,1.98267,1.98267,0.00000
2022-10-29 10:55:54,0.26000,1.98232,1.98232,0.00000
2022-10-29 10:55:55,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:55:56,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:55:57,0.25758,1.97389,1.97389,0.00000
2022-10-29 10:55:58,0.26000,1.98232,1.98232,0.00000
2022-10-29 10:55:59,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:56:00,0.26131,1.98686,1.98686,0.00000
2022-10-29 10:56:01,0.25750,1.97363,1.97363,0.00000
2022-10-29 10:56:02,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:56:03,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:04,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:05,0.25750,1.97363,1.97363,0.00000
2022-10-29 10:56:06,0.25377,1.96065,1.96065,0.00000
2022-10-29 10:56:07,0.26768,2.00902,2.00902,0.00000
2022-10-29 10:56:08,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:09,0.26131,1.98686,1.98686,0.00000
2022-10-29 10:56:10,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:11,0.26000,1.98232,1.98232,0.00000
2022-10-29 10:56:12,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:13,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:14,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:15,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:56:16,0.26250,1.99101,1.99101,0.00000
2022-10-29 10:56:17,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:56:18,0.26000,1.98232,1.98232,0.00000
2022-10-29 10:56:19,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:56:20,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:21,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:22,0.26010,1.98267,1.98267,0.00000
2022-10-29 10:56:23,0.26131,1.98686,1.98686,0.00000
2022-10-29 10:56:24,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:25,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:26,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:27,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:56:28,0.25750,1.97363,1.97363,0.00000
2022-10-29 10:56:29,0.26010,1.98267,1.98267,0.00000
2022-10-29 10:56:30,0.26131,1.98686,1.98686,0.00000
2022-10-29 10:56:31,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:56:32,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:33,0.26000,1.98232,1.98232,0.00000
2022-10-29 10:56:34,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:35,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:36,0.26131,1.98686,1.98686,0.00000
2022-10-29 10:56:37,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:56:38,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:56:39,0.26131,1.98686,1.98686,0.00000
2022-10-29 10:56:40,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:41,0.26000,1.98232,1.98232,0.00000
2022-10-29 10:56:42,0.26010,1.98267,1.98267,0.00000
2022-10-29 10:56:43,0.25758,1.97389,1.97389,0.00000
2022-10-29 10:56:44,0.25000,1.94755,1.94755,0.00000
2022-10-29 10:56:45,0.26131,1.98686,1.98686,0.00000
2022-10-29 10:56:46,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:47,0.25750,1.97363,1.97363,0.00000
2022-10-29 10:56:48,0.25750,1.97363,1.97363,0.00000
2022-10-29 10:56:49,0.26010,1.98267,1.98267,0.00000
2022-10-29 10:56:50,0.25750,1.97363,1.97363,0.00000
2022-10-29 10:56:51,0.26000,1.98232,1.98232,0.00000
2022-10-29 10:56:52,0.26010,1.98267,1.98267,0.00000
2022-10-29 10:56:53,0.26131,1.98686,1.98686,0.00000
2022-10-29 10:56:54,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:55,0.25758,1.97389,1.97389,0.00000
2022-10-29 10:56:56,0.25750,1.97363,1.97363,0.00000
2022-10-29 10:56:57,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:56:58,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:56:59,0.26131,1.98686,1.98686,0.00000
2022-10-29 10:57:00,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:57:01,0.26010,1.98267,1.98267,0.00000
2022-10-29 10:57:02,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:57:03,0.26131,1.98686,1.98686,0.00000
2022-10-29 10:57:04,0.26000,1.98232,1.98232,0.00000
2022-10-29 10:57:05,0.25758,1.97389,1.97389,0.00000
2022-10-29 10:57:06,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:57:07,0.25750,1.97363,1.97363,0.00000
2022-10-29 10:57:08,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:57:09,0.27250,2.02579,2.02579,0.00000
2022-10-29 10:57:10,0.25758,1.97389,1.97389,0.00000
2022-10-29 10:57:11,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:57:12,0.26010,1.98267,1.98267,0.00000
2022-10-29 10:57:13,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:57:14,0.26250,1.99101,1.99101,0.00000
2022-10-29 10:57:15,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:57:16,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:57:17,0.26131,1.98686,1.98686,0.00000
2022-10-29 10:57:18,0.26010,1.98267,1.98267,0.00000
2022-10-29 10:57:19,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:57:20,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:57:21,0.25628,1.96939,1.96939,0.00000
2022-10-29 10:57:22,0.25377,1.96065,1.96065,0.00000
2022-10-29 10:57:23,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:57:24,0.26000,1.98232,1.98232,0.00000
2022-10-29 10:57:25,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:57:26,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:57:27,0.25758,1.97389,1.97389,0.00000
2022-10-29 10:57:28,0.26000,1.98232,1.98232,0.00000
2022-10-29 10:57:29,0.26010,1.98267,1.98267,0.00000
2022-10-29 10:57:30,0.25750,1.97363,1.97363,0.00000
2022-10-29 10:57:31,0.26000,1.98232,1.98232,0.00000
2022-10-29 10:57:32,0.25758,1.97389,1.97389,0.00000
2022-10-29 10:57:33,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:57:34,0.25879,1.97813,1.97813,0.00000
2022-10-29 10:57:35,0.26131,1.98686,1.98686,0.00000
2022-10-29 10:57:36,0.25628,1.96939,1.96939,0.00000
