Date,CPU Utilization,Total Power,CPU Power,GPU Power
2022-10-28 15:49:19,0.25693,1.97163,1.97163,0.00000
2022-10-28 15:49:20,0.26316,1.99330,1.99330,0.00000
2022-10-28 15:49:21,0.25628,1.96939,1.96939,0.00000
2022-10-28 15:49:22,0.25879,1.97813,1.97813,0.00000
2022-10-28 15:49:23,0.25879,1.97813,1.97813,0.00000
2022-10-28 15:49:24,0.26065,1.98459,1.98459,0.00000
2022-10-28 15:49:25,0.25693,1.97163,1.97163,0.00000
2022-10-28 15:49:26,0.25815,1.97587,1.97587,0.00000
2022-10-28 15:49:27,0.25879,1.97813,1.97813,0.00000
2022-10-28 15:49:28,0.26065,1.98459,1.98459,0.00000
2022-10-28 15:49:29,0.25693,1.97163,1.97163,0.00000
2022-10-28 15:49:30,0.26065,1.98459,1.98459,0.00000
2022-10-28 15:49:31,0.25879,1.97813,1.97813,0.00000
2022-10-28 15:49:32,0.25815,1.97587,1.97587,0.00000
2022-10-28 15:49:33,0.25879,1.97813,1.97813,0.00000
2022-10-28 15:49:34,0.25879,1.97813,1.97813,0.00000
2022-10-28 15:49:35,0.25815,1.97587,1.97587,0.00000
2022-10-28 15:49:36,0.25879,1.97813,1.97813,0.00000
2022-10-28 15:49:37,0.25879,1.97813,1.97813,0.00000
2022-10-28 15:49:38,0.25693,1.97163,1.97163,0.00000
2022-10-28 15:49:39,0.26065,1.98459,1.98459,0.00000
2022-10-28 15:49:40,0.25815,1.97587,1.97587,0.00000
2022-10-28 15:49:41,0.25879,1.97813,1.97813,0.00000
2022-10-28 15:49:42,0.26065,1.98459,1.98459,0.00000
2022-10-28 15:49:43,0.25628,1.96939,1.96939,0.00000
2022-10-28 15:49:44,0.25879,1.97813,1.97813,0.00000
2022-10-28 15:49:45,0.25879,1.97813,1.97813,0.00000
2022-10-28 15:49:46,0.26065,1.98459,1.98459,0.00000
2022-10-28 15:49:47,0.25879,1.97813,1.97813,0.00000
2022-10-28 15:49:48,0.25628,1.96939,1.96939,0.00000
2022-10-28 15:49:49,0.25879,1.97813,1.97813,0.00000
2022-10-28 15:49:50,0.25879,1.97813,1.97813,0.00000
2022-10-28 15:49:51,0.25815,1.97587,1.97587,0.00000
2022-10-28 15:49:52,0.26065,1.98459,1.98459,0.00000
2022-10-28 15:49:53,0.25693,1.97163,1.97163,0.00000
2022-10-28 15:49:54,0.25945,1.98039,1.98039,0.00000
2022-10-28 15:49:55,0.25879,1.97813,1.97813,0.00000
2022-10-28 15:49:56,0.26000,1.98232,1.98232,0.00000
2022-10-28 15:49:57,0.25126,1.95192,1.95192,0.00000
2022-10-28 15:49:58,0.25628,1.96939,1.96939,0.00000
2022-10-28 15:49:59,0.25879,1.97813,1.97813,0.00000
2022-10-28 15:50:00,0.26065,1.98459,1.98459,0.00000
2022-10-28 15:50:01,0.25879,1.97813,1.97813,0.00000
2022-10-28 15:50:02,0.25815,1.97587,1.97587,0.00000
2022-10-28 15:50:03,0.25693,1.97163,1.97163,0.00000
2022-10-28 15:50:04,0.26000,1.98232,1.98232,0.00000
2022-10-28 15:50:05,0.25505,1.96511,1.96511,0.00000
2022-10-28 15:50:06,0.26065,1.98459,1.98459,0.00000
