Date,CPU Utilization,CPU Power
2022-10-30 15:52:23,0.25253,1.91486
2022-10-30 15:52:24,0.25000,1.94755
2022-10-30 15:52:25,0.25000,1.91614
2022-10-30 15:52:26,0.25253,1.93519
2022-10-30 15:52:27,0.25253,1.92492
2022-10-30 15:52:28,0.25000,1.90608
2022-10-30 15:52:29,0.25000,1.91614
2022-10-30 15:52:30,0.25000,1.91614
2022-10-30 15:52:31,0.25253,1.92492
2022-10-30 15:52:32,0.25253,1.92492
2022-10-30 15:52:33,0.25000,1.91614
2022-10-30 15:52:34,0.25253,1.91486
2022-10-30 15:52:35,0.25000,1.91614
2022-10-30 15:52:36,0.25253,1.92492
2022-10-30 15:52:37,0.25000,1.91614
2022-10-30 15:52:38,0.25253,1.92492
2022-10-30 15:52:39,0.25000,1.90608
2022-10-30 15:52:40,0.25250,1.93530
2022-10-30 15:52:41,0.25253,1.92492
2022-10-30 15:52:42,0.25000,1.91614
2022-10-30 15:52:43,0.25000,1.91614
2022-10-30 15:52:44,0.25253,1.92492
2022-10-30 15:52:45,0.25000,1.91614
2022-10-30 15:52:46,0.25250,1.93530
2022-10-30 15:52:47,0.25000,1.91614
2022-10-30 15:52:48,0.25000,1.90608
2022-10-30 15:52:49,0.25253,1.92492
2022-10-30 15:52:50,0.25000,1.90608
2022-10-30 15:52:51,0.25253,1.93519
2022-10-30 15:52:52,0.25000,1.90608
2022-10-30 15:52:54,0.25250,1.94567
2022-10-30 15:52:55,0.25000,1.90608
2022-10-30 15:52:56,0.25253,1.93519
2022-10-30 15:52:57,0.25000,1.91614
2022-10-30 15:52:58,0.25253,1.91486
2022-10-30 15:52:59,0.25253,1.92492
2022-10-30 15:53:00,0.25000,1.89620
2022-10-30 15:53:01,0.25000,1.91614
2022-10-30 15:53:02,0.25253,1.93519
2022-10-30 15:53:03,0.25000,1.93687
2022-10-30 15:53:04,0.25253,1.93519
2022-10-30 15:53:05,0.25000,1.90608
2022-10-30 15:53:06,0.25253,1.92492
2022-10-30 15:53:07,0.25000,1.91614
2022-10-30 15:53:08,0.25000,1.90608
2022-10-30 15:53:09,0.25000,1.91584
2022-10-30 15:53:10,0.25253,1.92492
2022-10-30 15:53:11,0.25000,1.90608
2022-10-30 15:53:12,0.25253,1.93519
2022-10-30 15:53:13,0.25000,1.91614
2022-10-30 15:53:14,0.24750,1.89698
2022-10-30 15:53:15,0.25000,1.91614
2022-10-30 15:53:16,0.25253,1.92492
2022-10-30 15:53:17,0.25253,1.92492
2022-10-30 15:53:18,0.25253,1.92492
2022-10-30 15:53:19,0.24750,1.85824
2022-10-30 15:53:20,0.25000,1.90608
2022-10-30 15:53:21,0.25253,1.91486
2022-10-30 15:53:22,0.25250,1.93530
2022-10-30 15:53:23,0.25253,1.92492
