Date,CPU Utilization,CPU Power
2022-10-31 07:06:14,0.25253,1.92492
2022-10-31 07:06:15,0.25000,1.93687
2022-10-31 07:06:16,0.25000,1.92641
2022-10-31 07:06:17,0.25000,1.90608
2022-10-31 07:06:18,0.25000,1.90608
2022-10-31 07:06:19,0.25253,1.92492
2022-10-31 07:06:20,0.25253,1.92492
2022-10-31 07:06:21,0.25253,1.91486
2022-10-31 07:06:22,0.25250,1.93530
2022-10-31 07:06:23,0.25000,1.90608
2022-10-31 07:06:24,0.25253,1.91486
2022-10-31 07:06:25,0.25253,1.92492
2022-10-31 07:06:26,0.25253,1.91486
2022-10-31 07:06:27,0.25000,1.90608
2022-10-31 07:06:28,0.25000,1.90608
2022-10-31 07:06:29,0.25505,1.93401
2022-10-31 07:06:30,0.25253,1.91486
2022-10-31 07:06:31,0.25253,1.91486
2022-10-31 07:06:32,0.25000,1.91614
2022-10-31 07:06:33,0.25000,1.90608
2022-10-31 07:06:34,0.25253,1.91486
2022-10-31 07:06:35,0.25000,1.90608
2022-10-31 07:06:36,0.25000,1.90608
2022-10-31 07:06:37,0.25000,1.91614
2022-10-31 07:06:38,0.25000,1.90608
2022-10-31 07:06:39,0.25000,1.90608
2022-10-31 07:06:40,0.25000,1.91614
2022-10-31 07:06:41,0.25000,1.90608
2022-10-31 07:06:42,0.25000,1.91614
2022-10-31 07:06:43,0.25000,1.90608
2022-10-31 07:06:44,0.25253,1.92492
2022-10-31 07:06:45,0.25250,1.93530
2022-10-31 07:06:46,0.25000,1.91614
2022-10-31 07:06:47,0.25000,1.90608
2022-10-31 07:06:48,0.25250,1.93530
2022-10-31 07:06:49,0.25000,1.90608
2022-10-31 07:06:50,0.25000,1.91614
2022-10-31 07:06:51,0.25000,1.92641
2022-10-31 07:06:52,0.25000,1.94755
2022-10-31 07:06:53,0.25000,1.90608
2022-10-31 07:06:54,0.25000,1.90608
2022-10-31 07:06:55,0.25250,1.92514
2022-10-31 07:06:56,0.25000,1.90608
2022-10-31 07:06:57,0.25000,1.90608
2022-10-31 07:06:58,0.25000,1.90608
2022-10-31 07:06:59,0.25000,1.91614
2022-10-31 07:07:00,0.25000,1.91614
2022-10-31 07:07:01,0.25000,1.91614
2022-10-31 07:07:02,0.25000,1.90608
2022-10-31 07:07:03,0.25000,1.91614
2022-10-31 07:07:04,0.25000,1.91614
2022-10-31 07:07:05,0.25000,1.90608
2022-10-31 07:07:06,0.25000,1.90608
2022-10-31 07:07:07,0.25000,1.90608
2022-10-31 07:07:08,0.25253,1.92492
2022-10-31 07:07:09,0.25000,1.90608
2022-10-31 07:07:10,0.25000,1.90608
2022-10-31 07:07:11,0.25000,1.91614
2022-10-31 07:07:12,0.25000,1.91614
2022-10-31 07:07:13,0.25000,1.91614
2022-10-31 07:07:14,0.25000,1.91614
2022-10-31 07:07:15,0.25250,1.92514
2022-10-31 07:07:16,0.25000,1.92641
2022-10-31 07:07:17,0.25000,1.90608
2022-10-31 07:07:18,0.25000,1.90608
2022-10-31 07:07:19,0.25000,1.90608
2022-10-31 07:07:20,0.25250,1.94567
2022-10-31 07:07:21,0.25000,1.91614
2022-10-31 07:07:22,0.25000,1.90608
2022-10-31 07:07:23,0.25250,1.92514
2022-10-31 07:07:24,0.25000,1.90608
2022-10-31 07:07:25,0.25000,1.90608
2022-10-31 07:07:26,0.25000,1.90608
2022-10-31 07:07:27,0.25000,1.93687
2022-10-31 07:07:28,0.25000,1.92641
2022-10-31 07:07:29,0.25000,1.91614
2022-10-31 07:07:30,0.25000,1.91614
2022-10-31 07:07:31,0.25000,1.90608
2022-10-31 07:07:32,0.25000,1.91614
2022-10-31 07:07:33,0.25000,1.90608
2022-10-31 07:07:34,0.25250,1.92514
2022-10-31 07:07:35,0.25000,1.90608
2022-10-31 07:07:36,0.25000,1.90608
2022-10-31 07:07:37,0.25000,1.90608
2022-10-31 07:07:38,0.25000,1.90608
2022-10-31 07:07:39,0.25000,1.90608
2022-10-31 07:07:40,0.25000,1.91614
2022-10-31 07:07:41,0.25000,1.91614
2022-10-31 07:07:42,0.25000,1.91614
2022-10-31 07:07:43,0.25000,1.91614
2022-10-31 07:07:45,0.25250,1.91517
2022-10-31 07:07:46,0.25000,1.90608
2022-10-31 07:07:47,0.25000,1.90608
2022-10-31 07:07:48,0.25000,1.90608
2022-10-31 07:07:49,0.25000,1.89620
2022-10-31 07:07:50,0.25000,1.90608
2022-10-31 07:07:51,0.25000,1.91614
2022-10-31 07:07:52,0.25000,1.91614
2022-10-31 07:07:53,0.25000,1.91614
2022-10-31 07:07:54,0.25000,1.90608
2022-10-31 07:07:55,0.25000,1.90608
2022-10-31 07:07:56,0.25000,1.91614
2022-10-31 07:07:57,0.25505,1.94417
2022-10-31 07:07:58,0.25000,1.91614
2022-10-31 07:07:59,0.25505,1.93401
2022-10-31 07:08:00,0.25000,1.91614
2022-10-31 07:08:01,0.25253,1.92492
2022-10-31 07:08:02,0.25000,1.90608
2022-10-31 07:08:03,0.25000,1.90567
2022-10-31 07:08:04,0.25253,1.95633
2022-10-31 07:08:05,0.25253,1.92492
2022-10-31 07:08:06,0.25253,1.92492
2022-10-31 07:08:07,0.25253,1.91486
2022-10-31 07:08:08,0.25253,1.93519
2022-10-31 07:08:09,0.25250,1.92514
2022-10-31 07:08:10,0.25253,1.92492
2022-10-31 07:08:11,0.25253,1.91486
2022-10-31 07:08:12,0.25253,1.91486
2022-10-31 07:08:13,0.25000,1.90608
2022-10-31 07:08:14,0.25000,1.90608
2022-10-31 07:08:15,0.25000,1.90608
2022-10-31 07:08:16,0.25253,1.92492
2022-10-31 07:08:17,0.25253,1.91486
2022-10-31 07:08:18,0.25000,1.90608
2022-10-31 07:08:19,0.25505,1.93401
2022-10-31 07:08:20,0.25253,1.91486
2022-10-31 07:08:21,0.25253,1.92492
2022-10-31 07:08:22,0.25253,1.92492
2022-10-31 07:08:23,0.25000,1.90608
2022-10-31 07:08:24,0.25253,1.92492
2022-10-31 07:08:25,0.25000,1.90608
2022-10-31 07:08:26,0.25000,1.91614
2022-10-31 07:08:27,0.25000,1.90608
2022-10-31 07:08:28,0.25253,1.92492
2022-10-31 07:08:29,0.25505,1.94417
2022-10-31 07:08:30,0.25000,1.90608
2022-10-31 07:08:31,0.25000,1.91614
2022-10-31 07:08:32,0.25505,1.94417
2022-10-31 07:08:33,0.25253,1.92492
2022-10-31 07:08:34,0.25253,1.92492
2022-10-31 07:08:35,0.25253,1.92492
2022-10-31 07:08:36,0.25000,1.90608
2022-10-31 07:08:37,0.25000,1.90608
2022-10-31 07:08:38,0.25000,1.90608
2022-10-31 07:08:39,0.25253,1.93519
2022-10-31 07:08:40,0.25000,1.92641
2022-10-31 07:08:41,0.25253,1.91486
2022-10-31 07:08:42,0.25253,1.92492
2022-10-31 07:08:43,0.25253,1.91486
2022-10-31 07:08:44,0.25253,1.92492
2022-10-31 07:08:45,0.25000,1.89571
2022-10-31 07:08:46,0.25253,1.92492
2022-10-31 07:08:47,0.25505,1.93401
2022-10-31 07:08:48,0.25000,1.90608
2022-10-31 07:08:49,0.25000,1.89620
2022-10-31 07:08:50,0.25253,1.92492
2022-10-31 07:08:51,0.25253,1.91486
2022-10-31 07:08:52,0.25253,1.92492
2022-10-31 07:08:53,0.25253,1.92492
2022-10-31 07:08:54,0.25253,1.91486
2022-10-31 07:08:55,0.25253,1.92492
2022-10-31 07:08:56,0.25000,1.90608
2022-10-31 07:08:57,0.25253,1.91486
2022-10-31 07:08:58,0.25253,1.93519
2022-10-31 07:08:59,0.25000,1.90608
2022-10-31 07:09:00,0.25253,1.92492
2022-10-31 07:09:01,0.25253,1.91486
2022-10-31 07:09:02,0.25253,1.91486
2022-10-31 07:09:03,0.25253,1.92492
2022-10-31 07:09:04,0.25000,1.91614
2022-10-31 07:09:05,0.25253,1.92492
2022-10-31 07:09:06,0.25253,1.91486
2022-10-31 07:09:07,0.25000,1.91614
2022-10-31 07:09:08,0.25000,1.90608
2022-10-31 07:09:09,0.25000,1.91614
2022-10-31 07:09:10,0.25253,1.92492
2022-10-31 07:09:11,0.25253,1.91486
2022-10-31 07:09:12,0.25253,1.92492
2022-10-31 07:09:13,0.25000,1.90608
2022-10-31 07:09:14,0.25253,1.93519
2022-10-31 07:09:15,0.25253,1.93519
2022-10-31 07:09:16,0.25253,1.94565
2022-10-31 07:09:17,0.25000,1.90608
2022-10-31 07:09:18,0.25253,1.92492
2022-10-31 07:09:19,0.25000,1.91614
2022-10-31 07:09:20,0.25253,1.91486
2022-10-31 07:09:21,0.25000,1.90608
2022-10-31 07:09:22,0.25253,1.92492
2022-10-31 07:09:23,0.25253,1.92492
2022-10-31 07:09:24,0.25000,1.91614
2022-10-31 07:09:25,0.25253,1.92492
2022-10-31 07:09:26,0.25000,1.90608
2022-10-31 07:09:27,0.25253,1.92492
2022-10-31 07:09:28,0.25000,1.89620
2022-10-31 07:09:29,0.25250,1.92514
2022-10-31 07:09:30,0.25253,1.92492
2022-10-31 07:09:31,0.25000,1.91614
2022-10-31 07:09:32,0.25253,1.92492
2022-10-31 07:09:33,0.25250,1.92514
2022-10-31 07:09:34,0.25253,1.91486
2022-10-31 07:09:35,0.25253,1.93519
2022-10-31 07:09:36,0.25000,1.90608
2022-10-31 07:09:37,0.25000,1.91614
2022-10-31 07:09:38,0.25253,1.92492
2022-10-31 07:09:39,0.25253,1.91486
2022-10-31 07:09:40,0.25000,1.91614
2022-10-31 07:09:41,0.25253,1.92492
2022-10-31 07:09:42,0.25505,1.94417
2022-10-31 07:09:43,0.25253,1.92492
2022-10-31 07:09:44,0.25000,1.89620
2022-10-31 07:09:45,0.25000,1.91614
2022-10-31 07:09:46,0.25253,1.92492
2022-10-31 07:09:47,0.25253,1.92492
2022-10-31 07:09:48,0.25253,1.91486
2022-10-31 07:09:49,0.25253,1.91486
2022-10-31 07:09:50,0.25253,1.92492
2022-10-31 07:09:51,0.25253,1.92492
2022-10-31 07:09:52,0.25000,1.93687
2022-10-31 07:09:53,0.25253,1.92492
2022-10-31 07:09:54,0.25253,1.92492
2022-10-31 07:09:55,0.25000,1.90608
2022-10-31 07:09:56,0.25505,1.93401
2022-10-31 07:09:57,0.25253,1.91486
2022-10-31 07:09:58,0.25253,1.92492
2022-10-31 07:09:59,0.25253,1.92492
2022-10-31 07:10:00,0.25253,1.92492
2022-10-31 07:10:01,0.25253,1.91486
2022-10-31 07:10:02,0.25253,1.92492
2022-10-31 07:10:03,0.25253,1.92492
2022-10-31 07:10:04,0.25000,1.90608
2022-10-31 07:10:05,0.25253,1.92492
2022-10-31 07:10:06,0.25505,1.94417
2022-10-31 07:10:07,0.25000,1.89620
2022-10-31 07:10:08,0.25250,1.91517
2022-10-31 07:10:09,0.25253,1.91486
2022-10-31 07:10:10,0.25253,1.90499
2022-10-31 07:10:11,0.25253,1.90499
2022-10-31 07:10:12,0.25253,1.92492
2022-10-31 07:10:13,0.25253,1.91486
2022-10-31 07:10:14,0.25253,1.92492
2022-10-31 07:10:15,0.25253,1.91486
2022-10-31 07:10:16,0.25253,1.91486
2022-10-31 07:10:17,0.25000,1.90608
2022-10-31 07:10:18,0.25253,1.92492
2022-10-31 07:10:19,0.25000,1.90608
2022-10-31 07:10:20,0.25253,1.92492
2022-10-31 07:10:21,0.25253,1.91486
2022-10-31 07:10:22,0.25253,1.92492
2022-10-31 07:10:23,0.25253,1.92492
2022-10-31 07:10:24,0.25000,1.91614
2022-10-31 07:10:25,0.25505,1.93401
2022-10-31 07:10:26,0.25253,1.93519
2022-10-31 07:10:27,0.25000,1.91614
2022-10-31 07:10:28,0.25000,1.93687
2022-10-31 07:10:29,0.25000,1.91614
2022-10-31 07:10:30,0.25253,1.92492
2022-10-31 07:10:31,0.25000,1.90608
2022-10-31 07:10:32,0.25000,1.90608
2022-10-31 07:10:33,0.25000,1.90608
2022-10-31 07:10:34,0.25000,1.91614
2022-10-31 07:10:35,0.24750,1.88702
2022-10-31 07:10:36,0.25000,1.90608
2022-10-31 07:10:37,0.25000,1.91614
2022-10-31 07:10:38,0.25000,1.90608
2022-10-31 07:10:39,0.25000,1.90608
2022-10-31 07:10:40,0.25253,1.92492
2022-10-31 07:10:41,0.25253,1.92492
2022-10-31 07:10:42,0.25000,1.90608
2022-10-31 07:10:43,0.25000,1.91614
2022-10-31 07:10:44,0.25000,1.90608
2022-10-31 07:10:45,0.25000,1.91614
2022-10-31 07:10:46,0.25000,1.90608
2022-10-31 07:10:47,0.25250,1.93530
2022-10-31 07:10:48,0.25000,1.90608
2022-10-31 07:10:49,0.25000,1.91614
2022-10-31 07:10:50,0.25253,1.92492
2022-10-31 07:10:51,0.25253,1.92492
2022-10-31 07:10:52,0.25000,1.90608
2022-10-31 07:10:53,0.25253,1.93519
2022-10-31 07:10:54,0.25000,1.90608
2022-10-31 07:10:55,0.25253,1.92492
2022-10-31 07:10:56,0.25000,1.90608
2022-10-31 07:10:58,0.25000,1.90608
2022-10-31 07:10:59,0.25000,1.91614
