Date,CPU Utilization,Total Power,CPU Power,GPU Power
2022-10-29 05:41:38,0.26131,1.98686,1.98686,0.00000
2022-10-29 05:41:40,0.25250,1.95624,1.95624,0.00000
2022-10-29 05:41:41,0.25500,1.96493,1.96493,0.00000
2022-10-29 05:41:42,0.26010,1.98267,1.98267,0.00000
2022-10-29 05:41:43,0.25750,1.97363,1.97363,0.00000
2022-10-29 05:41:44,0.25879,1.97813,1.97813,0.00000
2022-10-29 05:41:45,0.25750,1.97363,1.97363,0.00000
2022-10-29 05:41:46,0.25758,1.97389,1.97389,0.00000
2022-10-29 05:41:47,0.25750,1.97363,1.97363,0.00000
2022-10-29 05:41:48,0.26131,1.98686,1.98686,0.00000
2022-10-29 05:41:49,0.26131,1.98686,1.98686,0.00000
2022-10-29 05:41:50,0.25879,1.97813,1.97813,0.00000
2022-10-29 05:41:51,0.25750,1.97363,1.97363,0.00000
2022-10-29 05:41:52,0.26010,1.98267,1.98267,0.00000
2022-10-29 05:41:53,0.25750,1.97363,1.97363,0.00000
2022-10-29 05:41:54,0.25628,1.96939,1.96939,0.00000
2022-10-29 05:41:55,0.26010,1.98267,1.98267,0.00000
2022-10-29 05:41:56,0.25758,1.97389,1.97389,0.00000
2022-10-29 05:41:57,0.25750,1.97363,1.97363,0.00000
2022-10-29 05:41:58,0.26131,1.98686,1.98686,0.00000
2022-10-29 05:41:59,0.25879,1.97813,1.97813,0.00000
2022-10-29 05:42:00,0.25879,1.97813,1.97813,0.00000
2022-10-29 05:42:01,0.26000,1.98232,1.98232,0.00000
2022-10-29 05:42:02,0.26010,1.98267,1.98267,0.00000
2022-10-29 05:42:03,0.25750,1.97363,1.97363,0.00000
2022-10-29 05:42:04,0.25750,1.97363,1.97363,0.00000
2022-10-29 05:42:05,0.25879,1.97813,1.97813,0.00000
2022-10-29 05:42:06,0.25879,1.97813,1.97813,0.00000
2022-10-29 05:42:07,0.26000,1.98232,1.98232,0.00000
2022-10-29 05:42:08,0.25758,1.97389,1.97389,0.00000
2022-10-29 05:42:09,0.25879,1.97813,1.97813,0.00000
2022-10-29 05:42:10,0.25879,1.97813,1.97813,0.00000
