Date,CPU Utilization,Total Power,CPU Power,GPU Power
2022-10-29 07:50:59,0.26131,1.98686,1.98686,0.00000
2022-10-29 07:51:00,0.25505,1.96511,1.96511,0.00000
2022-10-29 07:51:01,0.25500,1.96493,1.96493,0.00000
2022-10-29 07:51:02,0.25758,1.97389,1.97389,0.00000
2022-10-29 07:51:03,0.27250,2.02579,2.02579,0.00000
2022-10-29 07:51:04,0.26010,1.98267,1.98267,0.00000
2022-10-29 07:51:05,0.26000,1.98232,1.98232,0.00000
2022-10-29 07:51:06,0.25758,1.97389,1.97389,0.00000
2022-10-29 07:51:07,0.26131,1.98686,1.98686,0.00000
2022-10-29 07:51:08,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:51:09,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:51:10,0.25750,1.97363,1.97363,0.00000
2022-10-29 07:51:11,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:51:12,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:51:13,0.25750,1.97363,1.97363,0.00000
2022-10-29 07:51:14,0.25750,1.97363,1.97363,0.00000
2022-10-29 07:51:15,0.26010,1.98267,1.98267,0.00000
2022-10-29 07:51:16,0.25750,1.97363,1.97363,0.00000
2022-10-29 07:51:17,0.25750,1.97363,1.97363,0.00000
2022-10-29 07:51:18,0.25758,1.97389,1.97389,0.00000
2022-10-29 07:51:19,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:51:20,0.26000,1.98232,1.98232,0.00000
2022-10-29 07:51:21,0.25758,1.97389,1.97389,0.00000
2022-10-29 07:51:22,0.26000,1.98232,1.98232,0.00000
2022-10-29 07:51:23,0.26000,1.98232,1.98232,0.00000
2022-10-29 07:51:24,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:51:25,0.26131,1.98686,1.98686,0.00000
2022-10-29 07:51:26,0.25628,1.96939,1.96939,0.00000
2022-10-29 07:51:27,0.26010,1.98267,1.98267,0.00000
2022-10-29 07:51:28,0.26000,1.98232,1.98232,0.00000
2022-10-29 07:51:29,0.25758,1.97389,1.97389,0.00000
2022-10-29 07:51:30,0.25750,1.97363,1.97363,0.00000
2022-10-29 07:51:31,0.26010,1.98267,1.98267,0.00000
2022-10-29 07:51:32,0.25750,1.97363,1.97363,0.00000
2022-10-29 07:51:33,0.26000,1.98232,1.98232,0.00000
2022-10-29 07:51:34,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:51:35,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:51:36,0.25750,1.97363,1.97363,0.00000
2022-10-29 07:51:37,0.25628,1.96939,1.96939,0.00000
2022-10-29 07:51:38,0.25628,1.96939,1.96939,0.00000
2022-10-29 07:51:39,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:51:40,0.25750,1.97363,1.97363,0.00000
2022-10-29 07:51:41,0.25758,1.97389,1.97389,0.00000
2022-10-29 07:51:42,0.26000,1.98232,1.98232,0.00000
2022-10-29 07:51:43,0.25750,1.97363,1.97363,0.00000
2022-10-29 07:51:44,0.26000,1.98232,1.98232,0.00000
2022-10-29 07:51:45,0.26010,1.98267,1.98267,0.00000
2022-10-29 07:51:46,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:51:47,0.25750,1.97363,1.97363,0.00000
2022-10-29 07:51:48,0.26010,1.98267,1.98267,0.00000
2022-10-29 07:51:49,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:51:50,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:51:51,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:51:52,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:51:53,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:51:54,0.25758,1.97389,1.97389,0.00000
2022-10-29 07:51:55,0.25750,1.97363,1.97363,0.00000
2022-10-29 07:51:56,0.26010,1.98267,1.98267,0.00000
2022-10-29 07:51:57,0.25750,1.97363,1.97363,0.00000
2022-10-29 07:51:58,0.25750,1.97363,1.97363,0.00000
2022-10-29 07:51:59,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:52:00,0.26119,1.98647,1.98647,0.00000
2022-10-29 07:52:01,0.26010,1.98267,1.98267,0.00000
2022-10-29 07:52:02,0.25628,1.96939,1.96939,0.00000
2022-10-29 07:52:03,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:52:04,0.25758,1.97389,1.97389,0.00000
2022-10-29 07:52:05,0.26000,1.98232,1.98232,0.00000
2022-10-29 07:52:06,0.26000,1.98232,1.98232,0.00000
2022-10-29 07:52:07,0.25758,1.97389,1.97389,0.00000
2022-10-29 07:52:08,0.25750,1.97363,1.97363,0.00000
2022-10-29 07:52:09,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:52:10,0.25628,1.96939,1.96939,0.00000
2022-10-29 07:52:11,0.26131,1.98686,1.98686,0.00000
2022-10-29 07:52:12,0.25750,1.97363,1.97363,0.00000
2022-10-29 07:52:13,0.26000,1.98232,1.98232,0.00000
2022-10-29 07:52:14,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:52:15,0.25505,1.96511,1.96511,0.00000
2022-10-29 07:52:16,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:52:17,0.25879,1.97813,1.97813,0.00000
2022-10-29 07:52:18,0.26010,1.98267,1.98267,0.00000
2022-10-29 07:52:19,0.26131,1.98686,1.98686,0.00000
2022-10-29 07:52:20,0.25750,1.97363,1.97363,0.00000
