Date,CPU Utilization,Total Power,CPU Power,GPU Power
2022-10-29 04:23:28,0.25750,1.97363,1.97363,0.00000
2022-10-29 04:23:29,0.25253,1.95633,1.95633,0.00000
2022-10-29 04:23:30,0.25750,1.97363,1.97363,0.00000
2022-10-29 04:23:31,0.25628,1.96939,1.96939,0.00000
2022-10-29 04:23:32,0.26000,1.98232,1.98232,0.00000
2022-10-29 04:23:33,0.26010,1.98267,1.98267,0.00000
2022-10-29 04:23:34,0.25750,1.97363,1.97363,0.00000
2022-10-29 04:23:35,0.26000,1.98232,1.98232,0.00000
2022-10-29 04:23:36,0.26010,1.98267,1.98267,0.00000
2022-10-29 04:23:37,0.26131,1.98686,1.98686,0.00000
2022-10-29 04:23:38,0.25879,1.97813,1.97813,0.00000
2022-10-29 04:23:39,0.25750,1.97363,1.97363,0.00000
2022-10-29 04:23:40,0.26010,1.98267,1.98267,0.00000
2022-10-29 04:23:41,0.25750,1.97363,1.97363,0.00000
2022-10-29 04:23:42,0.25750,1.97363,1.97363,0.00000
2022-10-29 04:23:43,0.25758,1.97389,1.97389,0.00000
2022-10-29 04:23:44,0.25758,1.97389,1.97389,0.00000
2022-10-29 04:23:45,0.26000,1.98232,1.98232,0.00000
2022-10-29 04:23:46,0.25758,1.97389,1.97389,0.00000
2022-10-29 04:23:47,0.26131,1.98686,1.98686,0.00000
2022-10-29 04:23:48,0.26010,1.98267,1.98267,0.00000
2022-10-29 04:23:49,0.25750,1.97363,1.97363,0.00000
2022-10-29 04:23:50,0.25628,1.96939,1.96939,0.00000
2022-10-29 04:23:51,0.26131,1.98686,1.98686,0.00000
2022-10-29 04:23:52,0.25750,1.97363,1.97363,0.00000
2022-10-29 04:23:53,0.25879,1.97813,1.97813,0.00000
2022-10-29 04:23:54,0.25879,1.97813,1.97813,0.00000
2022-10-29 04:23:55,0.25758,1.97389,1.97389,0.00000
2022-10-29 04:23:56,0.26000,1.98232,1.98232,0.00000
2022-10-29 04:23:57,0.25628,1.96939,1.96939,0.00000
2022-10-29 04:23:58,0.26250,1.99101,1.99101,0.00000
2022-10-29 04:23:59,0.25758,1.97389,1.97389,0.00000
2022-10-29 04:24:00,0.25750,1.97363,1.97363,0.00000
2022-10-29 04:24:01,0.26010,1.98267,1.98267,0.00000
2022-10-29 04:24:02,0.25879,1.97813,1.97813,0.00000
2022-10-29 04:24:03,0.25879,1.97813,1.97813,0.00000
2022-10-29 04:24:04,0.26000,1.98232,1.98232,0.00000
2022-10-29 04:24:05,0.25758,1.97389,1.97389,0.00000
2022-10-29 04:24:06,0.25628,1.96939,1.96939,0.00000
2022-10-29 04:24:07,0.25377,1.96065,1.96065,0.00000
2022-10-29 04:24:08,0.25750,1.97363,1.97363,0.00000
2022-10-29 04:24:09,0.26010,1.98267,1.98267,0.00000
2022-10-29 04:24:10,0.26000,1.98232,1.98232,0.00000
2022-10-29 04:24:11,0.25750,1.97363,1.97363,0.00000
2022-10-29 04:24:12,0.25758,1.97389,1.97389,0.00000
2022-10-29 04:24:13,0.25879,1.97813,1.97813,0.00000
2022-10-29 04:24:14,0.26000,1.98232,1.98232,0.00000
2022-10-29 04:24:15,0.25628,1.96939,1.96939,0.00000
2022-10-29 04:24:16,0.26131,1.98686,1.98686,0.00000
2022-10-29 04:24:17,0.25750,1.97363,1.97363,0.00000
2022-10-29 04:24:18,0.25879,1.97813,1.97813,0.00000
2022-10-29 04:24:19,0.25879,1.97813,1.97813,0.00000
2022-10-29 04:24:20,0.25879,1.97813,1.97813,0.00000
2022-10-29 04:24:21,0.25750,1.97363,1.97363,0.00000
2022-10-29 04:24:22,0.25879,1.97813,1.97813,0.00000
2022-10-29 04:24:23,0.26010,1.98267,1.98267,0.00000
2022-10-29 04:24:24,0.26131,1.98686,1.98686,0.00000
2022-10-29 04:24:25,0.25628,1.96939,1.96939,0.00000
2022-10-29 04:24:26,0.26000,1.98232,1.98232,0.00000
2022-10-29 04:24:27,0.25879,1.97813,1.97813,0.00000
2022-10-29 04:24:28,0.25879,1.97813,1.97813,0.00000
2022-10-29 04:24:29,0.25750,1.97363,1.97363,0.00000
2022-10-29 04:24:30,0.26131,1.98686,1.98686,0.00000
2022-10-29 04:24:31,0.25628,1.96939,1.96939,0.00000
2022-10-29 04:24:32,0.26000,1.98232,1.98232,0.00000
2022-10-29 04:24:33,0.25879,1.97813,1.97813,0.00000
2022-10-29 04:24:34,0.26000,1.98232,1.98232,0.00000
2022-10-29 04:24:35,0.25628,1.96939,1.96939,0.00000
2022-10-29 04:24:36,0.26131,1.98686,1.98686,0.00000
